current_date,sale_id,product_id,name,price
 14-02-2025,87,P001,Wireless Headphones,100
 14-02-2025,88,P003,Bluetooth Speaker,50
 14-02-2025,89,P003,Bluetooth Speaker,50
 14-02-2025,90,P001,Wireless Headphones,100
 14-02-2025,91,P004,USB Flash Drive,20
 14-02-2025,92,P005,Mobile Phone Case,15
 14-02-2025,93,P010,External Hard Drive,100
 14-02-2025,94,P001,Wireless Headphones,100
 14-02-2025,95,P006,Wireless Mouse,30
 14-02-2025,96,P006,Wireless Mouse,30
 14-02-2025,97,P002,Laptop Backpack,60
 14-02-2025,98,P002,Laptop Backpack,60
 14-02-2025,99,P010,External Hard Drive,100
 14-02-2025,100,P004,USB Flash Drive,20
 14-02-2025,101,P005,Mobile Phone Case,15
 14-02-2025,102,P010,External Hard Drive,100
 14-02-2025,103,P001,Wireless Headphones,100
 14-02-2025,104,P008,HDMI Cable,15
 14-02-2025,105,P003,Bluetooth Speaker,50
 14-02-2025,106,P008,HDMI Cable,15
 14-02-2025,107,P001,Wireless Headphones,100
 14-02-2025,108,P001,Wireless Headphones,100
 14-02-2025,109,P004,USB Flash Drive,20
 14-02-2025,110,P001,Wireless Headphones,100
 14-02-2025,111,P003,Bluetooth Speaker,50
 14-02-2025,112,P004,USB Flash Drive,20
 14-02-2025,113,P004,USB Flash Drive,20
 14-02-2025,114,P003,Bluetooth Speaker,50
 14-02-2025,115,P003,Bluetooth Speaker,50
 14-02-2025,116,P004,USB Flash Drive,20
 14-02-2025,117,P008,HDMI Cable,15
 14-02-2025,118,P008,HDMI Cable,15
 14-02-2025,119,P009,Smartphone,600
 14-02-2025,120,P001,Wireless Headphones,100
 14-02-2025,121,P006,Wireless Mouse,30
 14-02-2025,122,P001,Wireless Headphones,100
 14-02-2025,123,P009,Smartphone,600
 14-02-2025,124,P008,HDMI Cable,15
 14-02-2025,125,P010,External Hard Drive,100
 14-02-2025,126,P001,Wireless Headphones,100
 14-02-2025,127,P007,Laptop Stand,40
 14-02-2025,128,P001,Wireless Headphones,100
 14-02-2025,129,P002,Laptop Backpack,60
 14-02-2025,130,P009,Smartphone,600
 14-02-2025,131,P007,Laptop Stand,40
 14-02-2025,132,P003,Bluetooth Speaker,50
 14-02-2025,133,P001,Wireless Headphones,100
 14-02-2025,134,P005,Mobile Phone Case,15
 14-02-2025,135,P006,Wireless Mouse,30
 14-02-2025,136,P006,Wireless Mouse,30
 14-02-2025,137,P003,Bluetooth Speaker,50
 14-02-2025,138,P006,Wireless Mouse,30
 14-02-2025,139,P002,Laptop Backpack,60
 14-02-2025,140,P001,Wireless Headphones,100
 14-02-2025,141,P010,External Hard Drive,100
 14-02-2025,142,P010,External Hard Drive,100
 14-02-2025,143,P003,Bluetooth Speaker,50
 14-02-2025,144,P003,Bluetooth Speaker,50
 14-02-2025,145,P010,External Hard Drive,100
 14-02-2025,146,P001,Wireless Headphones,100
 14-02-2025,147,P004,USB Flash Drive,20
 14-02-2025,148,P002,Laptop Backpack,60
 14-02-2025,149,P008,HDMI Cable,15
 14-02-2025,150,P001,Wireless Headphones,100
 14-02-2025,151,P001,Wireless Headphones,100
 14-02-2025,152,P001,Wireless Headphones,100
 14-02-2025,153,P003,Bluetooth Speaker,50
 14-02-2025,154,P001,Wireless Headphones,100
 14-02-2025,155,P006,Wireless Mouse,30
 14-02-2025,156,P010,External Hard Drive,100
 14-02-2025,157,P008,HDMI Cable,15
 14-02-2025,158,P002,Laptop Backpack,60
 14-02-2025,159,P008,HDMI Cable,15
 14-02-2025,160,P003,Bluetooth Speaker,50
 14-02-2025,161,P008,HDMI Cable,15
 14-02-2025,162,P005,Mobile Phone Case,15
 14-02-2025,163,P004,USB Flash Drive,20
 14-02-2025,164,P003,Bluetooth Speaker,50
 14-02-2025,165,P005,Mobile Phone Case,15
 14-02-2025,166,P007,Laptop Stand,40
 14-02-2025,167,P010,External Hard Drive,100
 14-02-2025,168,P004,USB Flash Drive,20
 14-02-2025,169,P006,Wireless Mouse,30
 14-02-2025,170,P008,HDMI Cable,15
 14-02-2025,171,P006,Wireless Mouse,30
 14-02-2025,172,P005,Mobile Phone Case,15
 14-02-2025,173,P009,Smartphone,600
 14-02-2025,174,P007,Laptop Stand,40
 14-02-2025,175,P001,Wireless Headphones,100
 14-02-2025,176,P008,HDMI Cable,15
 14-02-2025,177,P009,Smartphone,600
 14-02-2025,178,P001,Wireless Headphones,100
 14-02-2025,179,P001,Wireless Headphones,100
 14-02-2025,180,P003,Bluetooth Speaker,50
 14-02-2025,181,P006,Wireless Mouse,30
 14-02-2025,182,P006,Wireless Mouse,30
 14-02-2025,183,P001,Wireless Headphones,100
 14-02-2025,184,P004,USB Flash Drive,20
 14-02-2025,185,P008,HDMI Cable,15
 14-02-2025,186,P001,Wireless Headphones,100
 14-02-2025,187,P007,Laptop Stand,40
 14-02-2025,188,P004,USB Flash Drive,20
 14-02-2025,189,P001,Wireless Headphones,100
 14-02-2025,190,P001,Wireless Headphones,100
 14-02-2025,191,P006,Wireless Mouse,30
 14-02-2025,192,P009,Smartphone,600
 14-02-2025,193,P004,USB Flash Drive,20
 14-02-2025,194,P004,USB Flash Drive,20
 14-02-2025,195,P008,HDMI Cable,15
 14-02-2025,196,P002,Laptop Backpack,60
 14-02-2025,197,P006,Wireless Mouse,30
 14-02-2025,198,P008,HDMI Cable,15
 14-02-2025,199,P006,Wireless Mouse,30
 14-02-2025,200,P003,Bluetooth Speaker,50
 14-02-2025,201,P001,Wireless Headphones,100
 14-02-2025,202,P004,USB Flash Drive,20
 14-02-2025,203,P004,USB Flash Drive,20
 14-02-2025,204,P002,Laptop Backpack,60
 14-02-2025,205,P006,Wireless Mouse,30
 14-02-2025,206,P004,USB Flash Drive,20
 14-02-2025,207,P001,Wireless Headphones,100
 14-02-2025,208,P005,Mobile Phone Case,15
 14-02-2025,209,P002,Laptop Backpack,60
 14-02-2025,210,P006,Wireless Mouse,30
 14-02-2025,211,P003,Bluetooth Speaker,50
 14-02-2025,212,P001,Wireless Headphones,100
 14-02-2025,213,P003,Bluetooth Speaker,50
 14-02-2025,214,P003,Bluetooth Speaker,50
 14-02-2025,215,P009,Smartphone,600
 14-02-2025,216,P008,HDMI Cable,15
 14-02-2025,217,P010,External Hard Drive,100
 14-02-2025,218,P006,Wireless Mouse,30
 14-02-2025,219,P005,Mobile Phone Case,15
 14-02-2025,220,P010,External Hard Drive,100
 14-02-2025,221,P002,Laptop Backpack,60
 14-02-2025,222,P005,Mobile Phone Case,15
 14-02-2025,223,P010,External Hard Drive,100
 14-02-2025,224,P004,USB Flash Drive,20
 14-02-2025,225,P002,Laptop Backpack,60
 14-02-2025,226,P007,Laptop Stand,40
 14-02-2025,227,P010,External Hard Drive,100
 14-02-2025,228,P009,Smartphone,600
 14-02-2025,229,P009,Smartphone,600
 14-02-2025,230,P004,USB Flash Drive,20
 14-02-2025,231,P008,HDMI Cable,15
 14-02-2025,232,P004,USB Flash Drive,20
 14-02-2025,233,P005,Mobile Phone Case,15
 14-02-2025,234,P001,Wireless Headphones,100
 14-02-2025,235,P007,Laptop Stand,40
 14-02-2025,236,P006,Wireless Mouse,30
 14-02-2025,237,P001,Wireless Headphones,100
 14-02-2025,238,P001,Wireless Headphones,100
 14-02-2025,239,P006,Wireless Mouse,30
 14-02-2025,240,P003,Bluetooth Speaker,50
 14-02-2025,241,P005,Mobile Phone Case,15
 14-02-2025,242,P003,Bluetooth Speaker,50
 14-02-2025,243,P006,Wireless Mouse,30
 14-02-2025,244,P006,Wireless Mouse,30
 14-02-2025,245,P003,Bluetooth Speaker,50
 14-02-2025,246,P002,Laptop Backpack,60
 14-02-2025,247,P006,Wireless Mouse,30
 14-02-2025,248,P009,Smartphone,600
 14-02-2025,249,P001,Wireless Headphones,100
 14-02-2025,250,P004,USB Flash Drive,20
 14-02-2025,251,P009,Smartphone,600
 14-02-2025,252,P001,Wireless Headphones,100
 14-02-2025,253,P008,HDMI Cable,15
 14-02-2025,254,P008,HDMI Cable,15
 14-02-2025,255,P002,Laptop Backpack,60
 14-02-2025,256,P008,HDMI Cable,15
 14-02-2025,257,P002,Laptop Backpack,60
 14-02-2025,258,P008,HDMI Cable,15
 14-02-2025,259,P003,Bluetooth Speaker,50
 14-02-2025,260,P007,Laptop Stand,40
 14-02-2025,261,P003,Bluetooth Speaker,50
 14-02-2025,262,P001,Wireless Headphones,100
 14-02-2025,263,P002,Laptop Backpack,60
 14-02-2025,264,P008,HDMI Cable,15
 14-02-2025,265,P010,External Hard Drive,100
 14-02-2025,266,P008,HDMI Cable,15
 14-02-2025,267,P003,Bluetooth Speaker,50
 14-02-2025,268,P003,Bluetooth Speaker,50
 14-02-2025,269,P001,Wireless Headphones,100
 14-02-2025,270,P001,Wireless Headphones,100
 14-02-2025,271,P001,Wireless Headphones,100
 14-02-2025,272,P001,Wireless Headphones,100
 14-02-2025,273,P006,Wireless Mouse,30
 14-02-2025,274,P001,Wireless Headphones,100
 14-02-2025,275,P003,Bluetooth Speaker,50
 14-02-2025,276,P010,External Hard Drive,100
 14-02-2025,277,P001,Wireless Headphones,100
 14-02-2025,278,P004,USB Flash Drive,20
 14-02-2025,279,P003,Bluetooth Speaker,50
 14-02-2025,280,P004,USB Flash Drive,20
 14-02-2025,281,P002,Laptop Backpack,60
 14-02-2025,282,P003,Bluetooth Speaker,50
 14-02-2025,283,P008,HDMI Cable,15
 14-02-2025,284,P001,Wireless Headphones,100
 14-02-2025,285,P004,USB Flash Drive,20
 14-02-2025,286,P007,Laptop Stand,40
 14-02-2025,287,P010,External Hard Drive,100
 14-02-2025,288,P007,Laptop Stand,40
 14-02-2025,289,P001,Wireless Headphones,100
 14-02-2025,290,P001,Wireless Headphones,100
 14-02-2025,291,P001,Wireless Headphones,100
 14-02-2025,292,P003,Bluetooth Speaker,50
 14-02-2025,293,P004,USB Flash Drive,20
 14-02-2025,294,P010,External Hard Drive,100
 14-02-2025,295,P003,Bluetooth Speaker,50
 14-02-2025,296,P001,Wireless Headphones,100
 14-02-2025,297,P003,Bluetooth Speaker,50
 14-02-2025,298,P003,Bluetooth Speaker,50
 14-02-2025,299,P001,Wireless Headphones,100
 14-02-2025,300,P008,HDMI Cable,15
 14-02-2025,301,P009,Smartphone,600
 14-02-2025,302,P006,Wireless Mouse,30
 14-02-2025,303,P007,Laptop Stand,40
 14-02-2025,304,P008,HDMI Cable,15
 14-02-2025,305,P010,External Hard Drive,100
 14-02-2025,306,P009,Smartphone,600
 14-02-2025,307,P003,Bluetooth Speaker,50
 14-02-2025,308,P009,Smartphone,600
 14-02-2025,309,P004,USB Flash Drive,20
 14-02-2025,310,P006,Wireless Mouse,30
 14-02-2025,311,P003,Bluetooth Speaker,50
 14-02-2025,312,P007,Laptop Stand,40
 14-02-2025,313,P001,Wireless Headphones,100
 14-02-2025,314,P003,Bluetooth Speaker,50
 14-02-2025,315,P003,Bluetooth Speaker,50
 14-02-2025,316,P002,Laptop Backpack,60
 14-02-2025,317,P001,Wireless Headphones,100
 14-02-2025,318,P008,HDMI Cable,15
 14-02-2025,319,P003,Bluetooth Speaker,50
 14-02-2025,320,P006,Wireless Mouse,30
 14-02-2025,321,P002,Laptop Backpack,60
 14-02-2025,322,P003,Bluetooth Speaker,50
 14-02-2025,323,P002,Laptop Backpack,60
 14-02-2025,324,P001,Wireless Headphones,100
 14-02-2025,325,P010,External Hard Drive,100
 14-02-2025,326,P003,Bluetooth Speaker,50
 14-02-2025,327,P002,Laptop Backpack,60
 14-02-2025,328,P008,HDMI Cable,15
 14-02-2025,329,P006,Wireless Mouse,30
 14-02-2025,330,P004,USB Flash Drive,20
 14-02-2025,331,P001,Wireless Headphones,100
 14-02-2025,332,P001,Wireless Headphones,100
 14-02-2025,333,P008,HDMI Cable,15
 14-02-2025,334,P009,Smartphone,600
 14-02-2025,335,P006,Wireless Mouse,30
 14-02-2025,336,P006,Wireless Mouse,30
 14-02-2025,337,P010,External Hard Drive,100
 14-02-2025,338,P007,Laptop Stand,40
 14-02-2025,339,P004,USB Flash Drive,20
 14-02-2025,340,P008,HDMI Cable,15
 14-02-2025,341,P010,External Hard Drive,100
 14-02-2025,342,P002,Laptop Backpack,60
 14-02-2025,343,P010,External Hard Drive,100
 14-02-2025,344,P007,Laptop Stand,40
 14-02-2025,345,P010,External Hard Drive,100
 14-02-2025,346,P003,Bluetooth Speaker,50
 14-02-2025,347,P002,Laptop Backpack,60
 14-02-2025,348,P005,Mobile Phone Case,15
 14-02-2025,349,P010,External Hard Drive,100
 14-02-2025,350,P001,Wireless Headphones,100
 14-02-2025,351,P006,Wireless Mouse,30
 14-02-2025,352,P001,Wireless Headphones,100
 14-02-2025,353,P008,HDMI Cable,15
 14-02-2025,354,P001,Wireless Headphones,100
 14-02-2025,355,P006,Wireless Mouse,30
 14-02-2025,356,P008,HDMI Cable,15
 14-02-2025,357,P006,Wireless Mouse,30
 14-02-2025,358,P002,Laptop Backpack,60
 14-02-2025,359,P008,HDMI Cable,15
 14-02-2025,360,P002,Laptop Backpack,60
 14-02-2025,361,P008,HDMI Cable,15
 14-02-2025,362,P006,Wireless Mouse,30
 14-02-2025,363,P004,USB Flash Drive,20
 14-02-2025,364,P008,HDMI Cable,15
 14-02-2025,365,P004,USB Flash Drive,20
 14-02-2025,366,P006,Wireless Mouse,30
 14-02-2025,367,P001,Wireless Headphones,100
 14-02-2025,368,P006,Wireless Mouse,30
 14-02-2025,369,P004,USB Flash Drive,20
 14-02-2025,370,P001,Wireless Headphones,100
 14-02-2025,371,P004,USB Flash Drive,20
 14-02-2025,372,P008,HDMI Cable,15
 14-02-2025,373,P005,Mobile Phone Case,15
 14-02-2025,374,P002,Laptop Backpack,60
 14-02-2025,375,P009,Smartphone,600
 14-02-2025,376,P010,External Hard Drive,100
 14-02-2025,377,P004,USB Flash Drive,20
 14-02-2025,378,P004,USB Flash Drive,20
 14-02-2025,379,P001,Wireless Headphones,100
 14-02-2025,380,P006,Wireless Mouse,30
 14-02-2025,381,P005,Mobile Phone Case,15
 14-02-2025,382,P001,Wireless Headphones,100
 14-02-2025,383,P006,Wireless Mouse,30
 14-02-2025,384,P003,Bluetooth Speaker,50
 14-02-2025,385,P008,HDMI Cable,15
 14-02-2025,386,P001,Wireless Headphones,100
 14-02-2025,387,P006,Wireless Mouse,30
 14-02-2025,388,P003,Bluetooth Speaker,50
 14-02-2025,389,P001,Wireless Headphones,100
 14-02-2025,390,P002,Laptop Backpack,60
 14-02-2025,391,P007,Laptop Stand,40
 14-02-2025,392,P006,Wireless Mouse,30
 14-02-2025,393,P009,Smartphone,600
 14-02-2025,394,P001,Wireless Headphones,100
 14-02-2025,395,P007,Laptop Stand,40
 14-02-2025,396,P004,USB Flash Drive,20
 14-02-2025,397,P004,USB Flash Drive,20
 14-02-2025,398,P001,Wireless Headphones,100
 14-02-2025,399,P008,HDMI Cable,15
 14-02-2025,400,P006,Wireless Mouse,30
 14-02-2025,401,P003,Bluetooth Speaker,50
 14-02-2025,402,P004,USB Flash Drive,20
 14-02-2025,403,P010,External Hard Drive,100
 14-02-2025,404,P002,Laptop Backpack,60
 14-02-2025,405,P001,Wireless Headphones,100
 14-02-2025,406,P008,HDMI Cable,15
 14-02-2025,407,P010,External Hard Drive,100
 14-02-2025,408,P004,USB Flash Drive,20
 14-02-2025,409,P001,Wireless Headphones,100
 14-02-2025,410,P004,USB Flash Drive,20
 14-02-2025,411,P006,Wireless Mouse,30
 14-02-2025,412,P002,Laptop Backpack,60
 14-02-2025,413,P007,Laptop Stand,40
 14-02-2025,414,P003,Bluetooth Speaker,50
 14-02-2025,415,P003,Bluetooth Speaker,50
 14-02-2025,416,P004,USB Flash Drive,20
 14-02-2025,417,P004,USB Flash Drive,20
 14-02-2025,418,P010,External Hard Drive,100
 14-02-2025,419,P010,External Hard Drive,100
 14-02-2025,420,P004,USB Flash Drive,20
 14-02-2025,421,P001,Wireless Headphones,100
 14-02-2025,422,P002,Laptop Backpack,60
 14-02-2025,423,P001,Wireless Headphones,100
 14-02-2025,424,P010,External Hard Drive,100
 14-02-2025,425,P007,Laptop Stand,40
 14-02-2025,426,P008,HDMI Cable,15
 14-02-2025,427,P006,Wireless Mouse,30
 14-02-2025,428,P005,Mobile Phone Case,15
 14-02-2025,429,P003,Bluetooth Speaker,50
 14-02-2025,430,P001,Wireless Headphones,100
 14-02-2025,431,P001,Wireless Headphones,100
 14-02-2025,432,P009,Smartphone,600
 14-02-2025,433,P005,Mobile Phone Case,15
 14-02-2025,434,P006,Wireless Mouse,30
 14-02-2025,435,P001,Wireless Headphones,100
 14-02-2025,436,P001,Wireless Headphones,100
 14-02-2025,437,P001,Wireless Headphones,100
 14-02-2025,438,P003,Bluetooth Speaker,50
 14-02-2025,439,P001,Wireless Headphones,100
 14-02-2025,440,P004,USB Flash Drive,20
 14-02-2025,441,P003,Bluetooth Speaker,50
 14-02-2025,442,P004,USB Flash Drive,20
 14-02-2025,443,P001,Wireless Headphones,100
 14-02-2025,444,P002,Laptop Backpack,60
 14-02-2025,445,P003,Bluetooth Speaker,50
 14-02-2025,446,P006,Wireless Mouse,30
 14-02-2025,447,P003,Bluetooth Speaker,50
 14-02-2025,448,P001,Wireless Headphones,100
 14-02-2025,449,P004,USB Flash Drive,20
 14-02-2025,450,P001,Wireless Headphones,100
 14-02-2025,451,P006,Wireless Mouse,30
 14-02-2025,452,P003,Bluetooth Speaker,50
 14-02-2025,453,P003,Bluetooth Speaker,50
 14-02-2025,454,P001,Wireless Headphones,100
 14-02-2025,455,P001,Wireless Headphones,100
 14-02-2025,456,P001,Wireless Headphones,100
 14-02-2025,457,P004,USB Flash Drive,20
 14-02-2025,458,P008,HDMI Cable,15
 14-02-2025,459,P001,Wireless Headphones,100
 14-02-2025,460,P003,Bluetooth Speaker,50
 14-02-2025,461,P009,Smartphone,600
 14-02-2025,462,P006,Wireless Mouse,30
 14-02-2025,463,P010,External Hard Drive,100
 14-02-2025,464,P010,External Hard Drive,100
 14-02-2025,465,P004,USB Flash Drive,20
 14-02-2025,466,P006,Wireless Mouse,30
 14-02-2025,467,P006,Wireless Mouse,30
 14-02-2025,468,P001,Wireless Headphones,100
 14-02-2025,469,P004,USB Flash Drive,20
 14-02-2025,470,P008,HDMI Cable,15
 14-02-2025,471,P001,Wireless Headphones,100
 14-02-2025,472,P006,Wireless Mouse,30
 14-02-2025,473,P006,Wireless Mouse,30
 14-02-2025,474,P008,HDMI Cable,15
 14-02-2025,475,P001,Wireless Headphones,100
 14-02-2025,476,P001,Wireless Headphones,100
 14-02-2025,477,P002,Laptop Backpack,60
 14-02-2025,478,P001,Wireless Headphones,100
 14-02-2025,479,P001,Wireless Headphones,100
 14-02-2025,480,P008,HDMI Cable,15
 14-02-2025,481,P010,External Hard Drive,100
 14-02-2025,482,P001,Wireless Headphones,100
 14-02-2025,483,P008,HDMI Cable,15
 14-02-2025,484,P010,External Hard Drive,100
 14-02-2025,485,P010,External Hard Drive,100
 14-02-2025,486,P005,Mobile Phone Case,15
 14-02-2025,487,P008,HDMI Cable,15
 14-02-2025,488,P004,USB Flash Drive,20
 14-02-2025,489,P003,Bluetooth Speaker,50
 14-02-2025,490,P004,USB Flash Drive,20
 14-02-2025,491,P005,Mobile Phone Case,15
 14-02-2025,492,P004,USB Flash Drive,20
 14-02-2025,493,P009,Smartphone,600
 14-02-2025,494,P006,Wireless Mouse,30
 14-02-2025,495,P007,Laptop Stand,40
 14-02-2025,496,P009,Smartphone,600
 14-02-2025,497,P004,USB Flash Drive,20
 14-02-2025,498,P006,Wireless Mouse,30
 14-02-2025,499,P001,Wireless Headphones,100
 14-02-2025,500,P001,Wireless Headphones,100
 14-02-2025,501,P006,Wireless Mouse,30
 14-02-2025,502,P002,Laptop Backpack,60
 14-02-2025,503,P004,USB Flash Drive,20
 14-02-2025,504,P001,Wireless Headphones,100
 14-02-2025,505,P004,USB Flash Drive,20
 14-02-2025,506,P010,External Hard Drive,100
 14-02-2025,507,P003,Bluetooth Speaker,50
 14-02-2025,508,P001,Wireless Headphones,100
 14-02-2025,509,P006,Wireless Mouse,30
 14-02-2025,510,P004,USB Flash Drive,20
 14-02-2025,511,P009,Smartphone,600
 14-02-2025,512,P004,USB Flash Drive,20
 14-02-2025,513,P006,Wireless Mouse,30
 14-02-2025,514,P010,External Hard Drive,100
 14-02-2025,515,P001,Wireless Headphones,100
 14-02-2025,516,P006,Wireless Mouse,30
 14-02-2025,517,P010,External Hard Drive,100
 14-02-2025,518,P006,Wireless Mouse,30
 14-02-2025,519,P006,Wireless Mouse,30
 14-02-2025,520,P001,Wireless Headphones,100
 14-02-2025,521,P001,Wireless Headphones,100
 14-02-2025,522,P003,Bluetooth Speaker,50
 14-02-2025,523,P002,Laptop Backpack,60
 14-02-2025,524,P001,Wireless Headphones,100
 14-02-2025,525,P003,Bluetooth Speaker,50
 14-02-2025,526,P003,Bluetooth Speaker,50
 14-02-2025,527,P006,Wireless Mouse,30
 14-02-2025,528,P001,Wireless Headphones,100
 14-02-2025,529,P006,Wireless Mouse,30
 14-02-2025,530,P008,HDMI Cable,15
 14-02-2025,531,P010,External Hard Drive,100
 14-02-2025,532,P004,USB Flash Drive,20
 14-02-2025,533,P003,Bluetooth Speaker,50
 14-02-2025,534,P001,Wireless Headphones,100
 14-02-2025,535,P008,HDMI Cable,15
 14-02-2025,536,P004,USB Flash Drive,20
 14-02-2025,537,P006,Wireless Mouse,30
 14-02-2025,538,P001,Wireless Headphones,100
 14-02-2025,539,P003,Bluetooth Speaker,50
 14-02-2025,540,P002,Laptop Backpack,60
 14-02-2025,541,P001,Wireless Headphones,100
 14-02-2025,542,P010,External Hard Drive,100
 14-02-2025,543,P002,Laptop Backpack,60
 14-02-2025,544,P006,Wireless Mouse,30
 14-02-2025,545,P002,Laptop Backpack,60
 14-02-2025,546,P008,HDMI Cable,15
 14-02-2025,547,P002,Laptop Backpack,60
 14-02-2025,548,P001,Wireless Headphones,100
 14-02-2025,549,P003,Bluetooth Speaker,50
 14-02-2025,550,P005,Mobile Phone Case,15
 14-02-2025,551,P002,Laptop Backpack,60
 14-02-2025,552,P002,Laptop Backpack,60
 14-02-2025,553,P006,Wireless Mouse,30
 14-02-2025,554,P007,Laptop Stand,40
 14-02-2025,555,P001,Wireless Headphones,100
 14-02-2025,556,P004,USB Flash Drive,20
 14-02-2025,557,P010,External Hard Drive,100
 14-02-2025,558,P006,Wireless Mouse,30
 14-02-2025,559,P005,Mobile Phone Case,15
 14-02-2025,560,P002,Laptop Backpack,60
 14-02-2025,561,P004,USB Flash Drive,20
 14-02-2025,562,P007,Laptop Stand,40
 14-02-2025,563,P006,Wireless Mouse,30
 14-02-2025,564,P001,Wireless Headphones,100
 14-02-2025,565,P010,External Hard Drive,100
 14-02-2025,566,P001,Wireless Headphones,100
 14-02-2025,567,P002,Laptop Backpack,60
 14-02-2025,568,P008,HDMI Cable,15
 14-02-2025,569,P006,Wireless Mouse,30
 14-02-2025,570,P001,Wireless Headphones,100
 14-02-2025,571,P006,Wireless Mouse,30
 14-02-2025,572,P004,USB Flash Drive,20
 14-02-2025,573,P010,External Hard Drive,100
 14-02-2025,574,P010,External Hard Drive,100
 14-02-2025,575,P008,HDMI Cable,15
 14-02-2025,576,P008,HDMI Cable,15
 14-02-2025,577,P007,Laptop Stand,40
 14-02-2025,578,P004,USB Flash Drive,20
 14-02-2025,579,P007,Laptop Stand,40
 14-02-2025,580,P001,Wireless Headphones,100
 14-02-2025,581,P006,Wireless Mouse,30
 14-02-2025,582,P004,USB Flash Drive,20
 14-02-2025,583,P010,External Hard Drive,100
 14-02-2025,584,P010,External Hard Drive,100
